sequence id, heavy chain V region, heavy chain J region, Canonical H1, Canonical H2, Canonical H3, PI, frequent positional motif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4219,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_0,Canonical_H3_0,PI_5.25-5.6875,Motif_6_SG,Motif_3_SG,Motif_5_SG,Motif_7_SG,Motif_4_SG,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4220,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ5*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,Motif_9_FD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4221,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ5*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_5.6875-6.125,Motif_8_GY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4222,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,Motif_6_SG,Motif_3_SG,Motif_5_SG,Motif_7_SG,Motif_4_SG,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4223,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_7.0-14.0,Motif_2_GS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4224,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_0,Canonical_H3_3,PI_4.8125-5.25,Motif_2_GG,Motif_2_YG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4225,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_0,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4226,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_6.125-7.0,Motif_6_SG,Motif_3_SG,Motif_5_SG,Motif_2_GS,Motif_7_SG,Motif_2_YG,Motif_4_SG,,,,,,,,,,,,,,,,,,,,,,,,
r1_4227,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,Motif_2_YG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4228,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_5.6875-6.125,Motif_2_YG,Motif_8_GY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4229,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,Motif_2_GG,Motif_2_YG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4230,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4231,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_7.0-14.0,Motif_6_SG,Motif_3_SG,Motif_5_SG,Motif_7_SG,Motif_4_SG,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4232,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.9375-4.375,Motif_5_DS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4233,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.9375-4.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4234,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_7.0-14.0,Motif_6_SG,Motif_3_SG,Motif_5_SG,Motif_7_SG,Motif_4_SG,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4235,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4236,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ3*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,Motif_3_SS,Motif_4_SS,Motif_6_SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4237,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4238,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_5.6875-6.125,Motif_3_SS,Motif_4_SS,Motif_6_SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4239,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,Motif_3_YY,Motif_8_YY,Motif_10_YY,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,,,,,,
r1_4240,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ5*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.9375-4.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4241,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ5*01,Canonical_H1_1,Canonical_H2_0,Canonical_H3_0,PI_3.5-3.9375,Motif_9_FD,Motif_8_GY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4242,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,Motif_3_SS,Motif_4_SS,Motif_2_GS,Motif_6_SS,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4243,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_0,Canonical_H3_0,PI_4.8125-5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4244,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_0,Canonical_H3_0,PI_4.8125-5.25,Motif_2_GG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4245,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,Motif_5_DS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4246,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ5*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,Motif_6_SG,Motif_3_SG,Motif_5_SG,Motif_7_SG,Motif_4_SG,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4247,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,Motif_8_GY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4248,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.9375-4.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4249,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_5.6875-6.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4250,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,Motif_8_GY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4251,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_7.0-14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4252,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_5.6875-6.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4253,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_7.0-14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4254,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4255,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_5.6875-6.125,Motif_3_SS,Motif_4_SS,Motif_6_SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4256,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.9375-4.375,Motif_2_GG,Motif_5_DS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4257,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4258,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_4.8125-5.25,Motif_6_SG,Motif_3_SG,Motif_5_SG,Motif_2_GS,Motif_7_SG,Motif_5_DS,Motif_4_SG,,,,,,,,,,,,,,,,,,,,,,,,
r1_4259,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ5*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_5.6875-6.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4260,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4261,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_0,Canonical_H3_0,PI_6.125-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4262,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_5.6875-6.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4263,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.9375-4.375,Motif_9_FD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4264,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_6.125-7.0,Motif_2_GS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4265,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,Motif_8_GY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4266,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.9375-4.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4267,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,Motif_3_YY,Motif_8_YY,Motif_10_YY,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,,,,,,
r1_4268,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,Motif_2_GS,Motif_2_YG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4269,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_5.6875-6.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4270,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.9375-4.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4271,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_5.6875-6.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4272,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.9375-4.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4273,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ1*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_6.125-7.0,Motif_2_GG,Motif_2_GS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4274,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4275,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ5*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4276,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ5*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4277,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,Motif_5_DS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4278,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ5*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_5.6875-6.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4279,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ5*02,Canonical_H1_1,Canonical_H2_0,Canonical_H3_0,PI_5.6875-6.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4280,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_6.125-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4281,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,Motif_10_YYG,Motif_3_YY,Motif_8_YY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,,,,
r1_4282,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.9375-4.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4283,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_5.25-5.6875,Motif_2_GG,Motif_2_GS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4284,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4285,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.9375-4.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4286,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,Motif_2_YG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4287,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4288,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_5.6875-6.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4289,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ5*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4290,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_5.6875-6.125,Motif_6_SG,Motif_3_SG,Motif_5_SG,Motif_7_SG,Motif_4_SG,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4291,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,Motif_10_YYG,Motif_3_YY,Motif_8_YY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,,,,
r1_4292,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4293,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4294,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,Motif_2_GG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4295,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_7.0-14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4296,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.9375-4.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4297,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ5*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4298,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ5*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_5.6875-6.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4299,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_7.0-14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4300,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_6.125-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4301,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ2*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_6.125-7.0,Motif_3_SS,Motif_4_SS,Motif_2_GS,Motif_6_SS,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4302,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_4.8125-5.25,Motif_2_GG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4303,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ2*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_5.25-5.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4304,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,Motif_3_YY,Motif_8_YY,Motif_10_YY,Motif_2_GS,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,,,,,
r1_4305,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.9375-4.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4306,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4307,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_5.25-5.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4308,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_5.6875-6.125,Motif_2_GG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4309,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4310,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4311,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_5.25-5.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4312,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ5*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.9375-4.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4313,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_0,Canonical_H3_0,PI_0.0-3.5,Motif_2_YG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4314,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,Motif_3_YY,Motif_8_YY,Motif_10_YY,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,,,,,,
r1_4315,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,Motif_2_GS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4316,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4317,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.9375-4.375,Motif_6_SG,Motif_3_SG,Motif_5_SG,Motif_2_GG,Motif_7_SG,Motif_4_SG,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4318,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4319,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,Motif_4_YD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4320,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_5.25-5.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4321,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_6.125-7.0,Motif_3_SS,Motif_4_SS,Motif_6_SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4322,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.9375-4.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4323,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4324,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4325,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4326,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_5.25-5.6875,Motif_6_SG,Motif_3_SG,Motif_5_SG,Motif_2_GS,Motif_7_SG,Motif_4_SG,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4327,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.9375-4.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4328,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_5.6875-6.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_4329,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,Motif_4_YD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
